0.667,0.333,0.75,0.25,0.75,0.25,0.5,0.5,2,2,1,1,1,1,1,0,3,2,111,104,107,96,0
0.667,0.333,0.333,0.667,0.5,0.5,0.4,0.6,3,1,1,0,0,0,0,1,1,1,110,112,104,112,1
0.5,0.5,0.667,0.333,0.667,0.333,0.333,0.667,1,3,1,1,0,0,1,0,2,1,106,108,99,96,1
0.25,0.75,0.333,0.667,0.333,0.667,0.5,0.5,1,3,0,0,0,1,0,0,0,1,98,128,90,96,1
0.667,0.333,0.667,0.333,0.75,0.25,0.5,0.5,1,1,1,1,1,1,0,0,2,2,97,88,122,97,1
0.333,0.667,0.5,0.5,0.333,0.667,0.333,0.667,3,1,1,0,0,0,0,0,1,0,100,100,95,108,1
0.5,0.5,0.667,0.333,0.333,0.667,0.333,0.667,1,3,0,0,1,0,1,0,2,0,103,103,88,102,1
0.667,0.333,0.667,0.333,0.75,0.25,0.333,0.667,2,1,1,1,1,0,0,1,2,2,119,90,99,94,1
0.667,0.333,0.5,0.5,0.5,0.5,0.333,0.667,0,2,1,0,1,0,0,1,2,1,104,105,114,119,0
0.667,0.333,0.5,0.5,0.75,0.25,0.333,0.667,4,0,1,1,0,1,1,0,2,2,117,109,124,121,1
0.5,0.5,0.6,0.4,0.333,0.667,0.5,0.5,3,1,0,1,1,0,1,0,2,1,116,95,110,114,1
0.75,0.25,0.25,0.75,0.6,0.4,0.667,0.333,1,3,0,1,1,0,1,1,2,3,123,122,107,105,1
0.667,0.333,0.25,0.75,0.5,0.5,0.333,0.667,0,2,0,0,1,1,0,0,1,1,97,98,98,98,1
0.2,0.8,0.333,0.667,0.75,0.25,0.667,0.333,3,1,0,1,0,1,0,1,0,3,98,112,104,94,1
0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,2,0,0,0,1,1,0,1,2,2,102,102,105,111,1
0.333,0.667,0.6,0.4,0.75,0.25,0.333,0.667,2,0,1,0,0,1,1,1,2,2,120,114,114,98,1
0.25,0.75,0.667,0.333,0.75,0.25,0.667,0.333,1,1,0,1,1,1,0,1,1,3,112,119,114,110,1
0.75,0.25,0.333,0.667,0.75,0.25,0.667,0.333,0,2,1,1,1,1,0,1,2,3,108,105,98,91,0
0.5,0.5,0.333,0.667,0.5,0.5,0.5,0.5,1,1,0,1,0,0,1,0,1,2,101,98,118,116,1
0.333,0.667,0.4,0.6,0.5,0.5,0.75,0.25,0,2,1,0,0,1,0,1,1,3,99,109,106,102,0
0.4,0.6,0.333,0.667,0.75,0.25,0.25,0.75,0,4,1,0,0,1,0,0,1,2,102,125,95,96,1
0.333,0.667,0.25,0.75,0.5,0.5,0.333,0.667,0,4,0,0,0,0,0,0,0,1,96,107,101,110,1
0.75,0.25,0.5,0.5,0.333,0.667,0.333,0.667,1,3,0,1,1,0,1,0,3,1,101,96,99,108,1
0.6,0.4,0.667,0.333,0.5,0.5,0.5,0.5,1,3,1,1,1,1,0,0,3,2,105,105,102,97,0
0.667,0.333,0.6,0.4,0.75,0.25,0.667,0.333,1,3,1,1,0,1,1,1,3,3,112,94,113,88,0
0.333,0.667,0.4,0.6,0.333,0.667,0.4,0.6,0,4,0,0,0,1,1,0,1,1,96,101,105,111,0
0.5,0.5,0.286,0.714,0.5,0.5,0.25,0.75,2,0,0,0,0,0,0,1,1,1,98,106,97,101,0
0.75,0.25,0.25,0.75,0.5,0.5,0.8,0.2,1,1,1,1,0,0,1,1,2,4,100,97,105,102,0
0.5,0.5,0.6,0.4,0.75,0.25,0.5,0.5,2,0,1,0,1,1,0,1,3,3,120,113,110,108,1
0.4,0.6,0.667,0.333,0.75,0.25,0.25,0.75,0,2,1,0,0,0,1,1,2,2,109,114,113,103,0
0.5,0.5,0.4,0.6,0.6,0.4,0.333,0.667,1,3,0,1,0,0,1,0,2,2,104,113,104,97,1
0.333,0.667,0.25,0.75,0.8,0.2,0.25,0.75,2,2,0,1,0,0,0,1,0,3,93,108,121,119,1
0.75,0.25,0.5,0.5,0.75,0.25,0.75,0.25,0,2,1,1,1,1,0,1,3,4,119,112,103,93,1
0.5,0.5,0.25,0.75,0.6,0.4,0.25,0.75,2,0,1,0,0,1,0,0,1,2,95,102,107,102,0
0.333,0.667,0.25,0.75,0.25,0.75,0.4,0.6,2,0,0,0,1,1,0,0,1,1,97,106,100,108,0
0.75,0.25,0.75,0.25,0.6,0.4,0.5,0.5,2,0,1,1,1,0,1,1,4,3,111,91,106,102,0
0.8,0.2,0.5,0.5,0.5,0.5,0.833,0.167,2,2,1,1,0,1,1,0,4,5,100,95,106,101,1
0.6,0.4,0.333,0.667,0.5,0.5,0.6,0.4,0,3,0,1,1,1,1,1,2,3,106,108,101,96,0
0.333,0.667,0.5,0.5,0.6,0.4,0.5,0.5,1,1,1,0,0,1,1,0,2,3,107,110,107,106,1
0.5,0.5,0.6,0.4,0.5,0.5,0.333,0.667,1,2,0,1,1,1,0,0,3,2,110,96,101,117,1
0.75,0.25,0.2,0.8,0.333,0.667,0.667,0.333,3,1,0,0,0,1,1,0,2,2,94,96,106,111,1
0.333,0.667,0.286,0.714,0.5,0.5,0.667,0.333,1,2,0,0,0,1,0,1,1,3,98,106,102,103,0
0.8,0.2,0.2,0.8,0.5,0.5,0.4,0.6,2,0,0,1,1,0,0,0,3,2,115,117,98,100,0
0.6,0.4,0.25,0.75,0.8,0.2,0.5,0.5,3,1,0,1,1,1,0,1,2,4,99,99,118,107,1
0.6,0.4,0.4,0.6,0.5,0.5,0.25,0.75,4,0,0,1,0,0,1,0,3,1,106,109,96,103,0
0.6,0.4,0.6,0.4,0.6,0.4,0.6,0.4,1,1,1,1,1,1,1,0,4,4,120,114,104,99,0
0.5,0.5,0.4,0.6,0.75,0.25,0.6,0.4,1,1,0,0,1,1,0,1,2,4,114,115,99,97,1
0.25,0.75,0.4,0.6,0.75,0.25,0.4,0.6,1,1,0,0,0,0,0,1,1,3,98,104,112,110,0
0.5,0.5,0.667,0.333,0.75,0.25,0.5,0.5,0,2,1,0,1,0,1,1,4,4,100,95,98,97,1
0.5,0.5,0.714,0.286,0.25,0.75,0.5,0.5,2,0,0,1,1,0,1,1,5,2,103,101,102,108,0
0.6,0.4,0.75,0.25,0.5,0.5,0.6,0.4,0,4,0,0,1,1,1,1,4,4,106,92,118,114,0
0.833,0.167,0.5,0.5,0.667,0.333,0.25,0.75,0,2,1,1,1,0,0,1,5,3,100,94,102,101,0
0.5,0.5,0.333,0.667,0.6,0.4,0.4,0.6,1,1,0,1,0,0,1,0,2,3,103,106,106,114,0
0.5,0.5,0.5,0.5,0.8,0.2,0.4,0.6,0,2,1,0,1,1,0,1,3,4,110,108,117,109,0
0.5,0.5,0.4,0.6,0.5,0.5,0.5,0.5,0,2,1,1,1,1,0,0,2,3,100,101,103,102,1
0.6,0.4,0.6,0.4,0.75,0.25,0.4,0.6,0,2,1,1,0,0,1,0,4,3,111,98,111,100,0
0.8,0.2,0.2,0.8,0.286,0.714,0.25,0.75,1,2,1,0,0,0,0,1,3,1,94,93,99,107,1
0.667,0.333,0.2,0.8,0.5,0.5,0.25,0.75,2,0,0,0,0,1,1,1,3,2,114,118,102,117,0
0.6,0.4,0.4,0.6,0.2,0.8,0.4,0.6,0,2,1,0,0,0,1,0,3,1,111,112,96,105,1
0.333,0.667,0.5,0.5,0.6,0.4,0.667,0.333,1,1,0,1,0,1,1,1,2,5,101,108,106,100,1
0.5,0.5,0.75,0.25,0.6,0.4,0.4,0.6,0,2,1,1,0,0,1,1,4,3,104,103,106,96,0
0.6,0.4,0.667,0.333,0.2,0.8,0.333,0.667,2,0,1,0,1,0,1,0,5,1,101,94,94,104,1
0.667,0.333,0.4,0.6,0.429,0.571,0.75,0.25,3,1,1,0,1,1,0,0,4,4,102,101,102,104,1
0.5,0.5,0.4,0.6,0.667,0.333,0.4,0.6,3,1,0,1,0,1,0,0,3,4,104,110,109,107,0
0.5,0.5,0.429,0.571,0.75,0.25,0.5,0.5,2,0,0,1,1,1,1,0,3,4,104,104,109,98,1
0.5,0.5,0.75,0.25,0.286,0.714,0.2,0.8,3,1,0,0,0,0,1,0,4,1,107,100,98,107,1
0.714,0.286,0.5,0.5,0.8,0.2,0.5,0.5,1,1,0,1,1,0,1,1,5,5,100,95,116,107,0
0.429,0.571,0.333,0.667,0.4,0.6,0.25,0.75,4,0,0,0,0,1,0,0,2,1,106,109,89,102,1
0.4,0.6,0.5,0.5,0.6,0.4,0.5,0.5,2,2,0,1,1,1,1,0,3,4,108,109,109,115,0
0.6,0.4,0.4,0.6,0.4,0.6,0.714,0.286,1,1,1,0,1,0,1,1,3,5,102,102,104,103,0
0.25,0.75,0.571,0.429,0.25,0.75,0.286,0.714,0,3,1,0,1,0,0,0,3,1,104,108,99,107,1
0.833,0.167,0.2,0.8,0.5,0.5,0.6,0.4,1,3,1,0,1,1,0,0,4,4,95,93,107,98,1
0.75,0.25,0.5,0.5,0.5,0.5,0.4,0.6,2,0,1,1,0,0,0,1,4,3,111,105,105,116,0
0.5,0.5,0.5,0.5,0.429,0.571,0.5,0.5,3,0,0,1,0,0,1,0,4,3,107,100,103,106,1
0.75,0.25,0.429,0.571,0.5,0.5,0.667,0.333,1,3,0,1,0,0,0,1,4,5,98,98,121,114,0
0.25,0.75,0.25,0.75,0.4,0.6,0.75,0.25,2,0,0,1,0,0,0,0,1,6,100,109,105,102,0
0.286,0.714,0.167,0.833,0.333,0.667,0.5,0.5,2,2,0,0,0,0,0,1,1,3,98,108,107,109,0
0.6,0.4,0.429,0.571,0.5,0.5,0.333,0.667,0,2,1,1,0,0,1,0,4,3,107,105,104,106,1
0.6,0.4,0.571,0.429,0.429,0.571,0.6,0.4,3,1,0,0,1,0,1,1,5,4,104,102,104,107,1
0.429,0.571,0.4,0.6,0.571,0.429,0.2,0.8,2,0,0,0,1,0,0,0,3,3,104,107,114,118,1
0.5,0.5,0.4,0.6,0.5,0.5,0.5,0.5,2,0,0,1,1,1,1,0,3,4,102,105,107,116,1
0.6,0.4,0.5,0.5,0.667,0.333,0.667,0.333,1,1,1,1,1,1,0,1,4,6,106,95,103,93,0
0.8,0.2,0.571,0.429,0.4,0.6,0.2,0.8,2,1,1,0,1,0,0,1,6,1,114,106,90,101,0
0.4,0.6,0.571,0.429,0.667,0.333,0.5,0.5,0,3,1,1,1,1,1,1,4,5,106,108,111,107,1
0.6,0.4,0.429,0.571,0.714,0.286,0.4,0.6,1,1,0,1,0,1,0,1,4,5,97,100,105,103,1
0.857,0.143,0.2,0.8,0.75,0.25,0.429,0.571,1,1,1,0,1,1,1,1,5,4,97,94,109,102,0
0.6,0.4,0.5,0.5,0.429,0.571,0.4,0.6,2,2,0,0,1,0,0,0,4,3,112,108,105,111,0
0.4,0.6,0.333,0.667,0.333,0.667,0.571,0.429,2,0,1,1,0,0,0,0,2,4,92,98,106,107,0
0.667,0.333,0.429,0.571,0.5,0.5,0.714,0.286,1,3,1,1,1,1,0,0,5,6,105,104,120,111,0
0.667,0.333,0.571,0.429,0.2,0.8,0.286,0.714,1,1,1,0,0,0,1,0,6,1,104,101,93,105,1
0.571,0.429,0.75,0.25,0.625,0.375,0.5,0.5,2,1,1,0,0,0,0,1,5,5,109,100,100,96,0
0.6,0.4,0.571,0.429,0.25,0.75,0.167,0.833,0,4,1,0,1,0,1,0,5,1,108,113,97,107,1
0.429,0.571,0.5,0.5,0.2,0.8,0.25,0.75,3,0,1,0,0,0,0,0,4,1,107,113,101,110,0
0.4,0.6,0.778,0.222,0.75,0.25,0.2,0.8,2,2,1,0,1,1,0,1,7,5,107,102,98,96,1
0.5,0.5,0.75,0.25,0.5,0.5,0.25,0.75,2,0,0,0,1,1,0,0,5,3,108,101,103,105,0
0.5,0.5,0.4,0.6,0.625,0.375,0.6,0.4,1,3,1,1,0,0,1,0,4,6,106,107,101,97,1
0.667,0.333,0.571,0.429,0.714,0.286,0.333,0.667,0,2,1,0,1,1,1,1,6,5,109,111,105,104,1
0.571,0.429,0.4,0.6,0.667,0.333,0.429,0.571,0,3,1,0,0,1,1,1,4,5,104,105,111,109,1
0.667,0.333,0.571,0.429,0.667,0.333,0.714,0.286,2,2,0,1,1,1,1,1,6,7,111,106,102,93,0
0.571,0.429,0.5,0.5,0.5,0.5,0.5,0.5,2,2,1,0,0,1,0,1,5,4,107,101,105,96,1
0.667,0.333,0.429,0.571,0.5,0.5,0.429,0.571,4,0,1,0,0,1,0,1,5,4,98,100,107,117,1
0.75,0.25,0.5,0.5,0.5,0.5,0.5,0.5,4,0,1,0,0,0,1,1,5,4,109,102,113,110,0
0.2,0.8,0.333,0.667,0.667,0.333,0.75,0.25,3,1,1,1,0,1,0,1,2,8,102,110,102,93,0
0.5,0.5,0.75,0.25,0.5,0.5,0.4,0.6,2,0,1,1,1,0,1,1,7,4,120,111,103,104,1
0.5,0.5,0.375,0.625,0.571,0.429,0.167,0.833,0,2,0,0,0,0,1,0,4,3,106,116,114,119,0
0.375,0.625,0.5,0.5,0.429,0.571,0.5,0.5,3,1,0,0,1,0,0,0,4,4,108,113,103,107,1
0.571,0.429,0.429,0.571,0.571,0.429,0.286,0.714,0,2,0,1,1,0,1,0,5,4,106,106,112,116,1
0.667,0.333,0.375,0.625,0.333,0.667,0.625,0.375,2,0,0,1,0,1,1,0,5,5,110,109,105,105,0
0.625,0.375,0.4,0.6,0.714,0.286,0.286,0.714,1,3,1,0,1,0,0,1,5,5,104,104,104,105,1
0.625,0.375,0.5,0.5,0.625,0.375,0.5,0.5,2,2,1,0,1,1,0,0,6,6,107,100,101,98,0
0.2,0.8,0.25,0.75,0.5,0.5,0.429,0.571,2,2,0,0,0,0,0,1,1,4,93,105,104,97,1
0.714,0.286,0.429,0.571,0.444,0.556,0.75,0.25,2,1,1,0,1,0,0,1,6,5,99,100,107,102,1
0.6,0.4,0.5,0.5,0.333,0.667,0.333,0.667,0,4,0,0,1,1,0,0,5,2,107,102,91,98,1
0.75,0.25,0.167,0.833,0.5,0.5,0.571,0.429,2,0,0,1,0,1,1,1,5,5,99,100,107,108,0
0.5,0.5,0.571,0.429,0.25,0.75,0.143,0.857,1,1,1,0,0,0,0,0,5,1,112,109,97,107,0
0.667,0.333,0.778,0.222,0.556,0.444,0.4,0.6,1,1,1,1,1,1,1,0,9,5,103,94,106,107,1
0.714,0.286,0.571,0.429,0.571,0.429,0.375,0.625,1,3,1,0,1,0,0,0,7,5,104,101,110,109,1
0.571,0.429,0.75,0.25,0.714,0.286,0.571,0.429,2,1,1,1,1,1,1,1,8,7,118,108,109,109,1
0.571,0.429,0.571,0.429,0.667,0.333,0.4,0.6,2,1,0,1,0,1,1,1,6,6,109,106,106,105,1
0.429,0.571,0.375,0.625,0.5,0.5,0.333,0.667,0,2,0,0,0,1,0,0,4,4,104,114,101,103,0
0.625,0.375,0.429,0.571,0.5,0.5,0.375,0.625,0,4,1,0,0,0,1,0,6,4,106,106,102,96,1
0.5,0.5,0.778,0.222,0.444,0.556,0.5,0.5,1,1,1,1,1,0,1,1,8,5,109,103,109,113,1
0.333,0.667,0.25,0.75,0.5,0.5,0.625,0.375,1,1,1,1,0,1,0,1,2,6,93,103,107,107,1
0.667,0.333,0.5,0.5,0.333,0.667,0.667,0.333,2,0,1,1,0,1,1,1,6,6,108,103,106,106,1
0.429,0.571,0.571,0.429,0.556,0.444,0.333,0.667,1,1,0,0,1,1,0,1,5,5,111,109,105,107,1
0.714,0.286,0.778,0.222,0.714,0.286,0.25,0.75,2,1,1,0,1,0,1,0,10,5,103,94,104,106,1
0.333,0.667,0.286,0.714,0.571,0.429,0.333,0.667,3,1,0,0,0,0,1,0,2,5,94,100,109,110,0
0.75,0.25,0.571,0.429,0.167,0.833,0.333,0.667,1,3,1,0,1,1,1,0,8,2,105,100,103,110,1
0.5,0.5,0.333,0.667,0.444,0.556,0.6,0.4,3,1,0,0,0,0,0,0,4,5,101,97,107,103,1
0.375,0.625,0.375,0.625,0.625,0.375,0.571,0.429,2,0,0,1,0,0,0,0,4,7,105,115,109,105,0
0.556,0.444,0.5,0.5,0.571,0.429,0.25,0.75,2,0,0,0,1,1,1,0,6,4,106,100,111,116,0
0.75,0.25,0.429,0.571,0.429,0.571,0.429,0.571,2,0,1,0,1,0,1,0,7,4,101,100,105,108,0
0.667,0.333,0.167,0.833,0.5,0.5,0.429,0.571,1,1,0,1,0,0,0,1,5,5,99,100,103,104,0
0.25,0.75,0.25,0.75,0.444,0.556,0.429,0.571,0,2,1,0,0,1,0,0,2,5,99,107,110,114,0
0.667,0.333,0.429,0.571,0.625,0.375,0.625,0.375,0,2,1,1,1,1,0,0,7,8,106,105,110,106,1
0.625,0.375,0.75,0.25,0.5,0.5,0.556,0.444,2,0,1,0,1,1,1,1,9,6,119,107,107,107,1
0.571,0.429,0.778,0.222,0.625,0.375,0.571,0.429,2,2,1,1,1,0,1,1,9,7,110,104,101,98,1
0.429,0.571,0.5,0.5,0.556,0.444,0.286,0.714,1,1,1,0,0,0,0,1,5,5,104,106,104,107,1
0.333,0.667,0.6,0.4,0.444,0.556,0.5,0.5,1,3,0,0,1,0,1,0,6,5,107,107,107,105,1
0.667,0.333,0.333,0.667,0.429,0.571,0.25,0.75,0,2,0,1,1,1,1,0,6,3,105,106,95,104,1
0.333,0.667,0.375,0.625,0.714,0.286,0.5,0.5,2,2,0,0,0,1,0,1,4,7,106,116,108,111,1
0.667,0.333,0.429,0.571,0.286,0.714,0.286,0.714,1,1,0,0,1,0,1,0,7,2,100,100,93,101,1
0.6,0.4,0.167,0.833,0.571,0.429,0.333,0.667,1,1,0,1,0,0,0,1,5,5,97,99,111,114,1
0.5,0.5,0.571,0.429,0.167,0.833,0.3,0.7,2,2,1,0,0,0,1,1,6,2,111,108,103,110,1
0.75,0.25,0.778,0.222,0.714,0.286,0.5,0.5,1,3,1,1,1,1,1,0,11,7,102,94,110,105,1
0.778,0.222,0.571,0.429,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,0,9,6,106,101,101,102,1
0.571,0.429,0.4,0.6,0.625,0.375,0.778,0.222,1,1,1,1,0,1,0,1,6,10,109,108,110,103,0
0.571,0.429,0.333,0.667,0.222,0.778,0.25,0.75,4,0,1,0,0,1,0,0,5,2,103,98,99,107,1
0.667,0.333,0.75,0.25,0.625,0.375,0.556,0.444,2,0,1,0,1,1,1,1,10,8,120,108,110,107,1
0.444,0.556,0.429,0.571,0.5,0.5,0.5,0.5,2,0,0,0,0,0,0,1,5,6,107,105,107,109,0
0.5,0.5,0.5,0.5,0.625,0.375,0.5,0.5,1,1,1,0,1,1,0,0,6,7,103,105,101,99,1
0.429,0.571,0.6,0.4,0.167,0.833,0.273,0.727,0,2,1,0,0,0,1,0,7,2,107,107,102,110,1
0.7,0.3,0.333,0.667,0.444,0.556,0.5,0.5,0,4,1,1,0,0,1,1,7,6,106,105,110,113,0
0.4,0.6,0.375,0.625,0.556,0.444,0.25,0.75,3,1,1,0,0,0,0,0,5,5,107,116,103,106,0
0.5,0.5,0.5,0.5,0.7,0.3,0.429,0.571,3,1,0,1,0,1,1,1,6,8,105,100,107,105,1
0.636,0.364,0.167,0.833,0.714,0.286,0.444,0.556,3,1,1,0,0,0,0,1,6,7,98,99,108,111,0
0.556,0.444,0.571,0.429,0.429,0.571,0.222,0.778,1,1,1,0,1,1,0,1,7,3,111,107,94,105,1
0.571,0.429,0.3,0.7,0.778,0.222,0.778,0.222,2,2,0,1,1,1,0,1,5,12,110,114,102,94,0
0.222,0.778,0.222,0.778,0.7,0.3,0.429,0.571,0,4,0,1,0,0,1,1,2,8,99,107,103,99,0
0.625,0.375,0.8,0.2,0.714,0.286,0.444,0.556,2,0,1,0,1,1,1,1,11,7,111,102,108,104,0
0.167,0.833,0.25,0.75,0.429,0.571,0.2,0.8,1,1,0,0,0,0,0,1,2,3,102,110,94,105,1
0.714,0.286,0.222,0.778,0.444,0.556,0.556,0.444,1,3,0,1,0,1,0,0,5,7,103,104,109,112,0
0.556,0.444,0.333,0.667,0.5,0.5,0.545,0.455,1,1,1,1,0,0,0,0,6,7,103,105,108,109,0
0.625,0.375,0.444,0.556,0.5,0.5,0.4,0.6,2,0,0,0,0,1,1,0,7,6,101,99,108,109,0
0.5,0.5,0.444,0.556,0.6,0.4,0.571,0.429,2,2,0,1,1,1,1,1,6,8,101,103,111,105,0
0.556,0.444,0.5,0.5,0.8,0.2,0.571,0.429,1,3,1,1,1,1,1,1,7,10,104,105,106,101,1
0.714,0.286,0.5,0.5,0.7,0.3,0.5,0.5,0,3,1,1,0,1,0,0,8,9,108,110,102,99,1
0.5,0.5,0.6,0.4,0.714,0.286,0.5,0.5,0,2,1,1,1,0,0,1,8,8,107,107,110,105,0
0.636,0.364,0.333,0.667,0.583,0.417,0.167,0.833,1,1,0,0,1,1,0,0,7,6,106,104,98,100,1
0.625,0.375,0.333,0.667,0.286,0.714,0.25,0.75,0,2,1,0,1,0,0,0,6,2,103,98,93,103,1
0.545,0.455,0.5,0.5,0.625,0.375,0.5,0.5,1,1,1,0,0,0,0,1,7,8,105,99,109,107,1
0.778,0.222,0.8,0.2,0.7,0.3,0.75,0.25,1,1,1,1,1,1,1,1,13,11,102,94,119,107,1
0.364,0.636,0.375,0.625,0.556,0.444,0.8,0.2,1,2,0,0,1,1,0,1,5,11,106,115,111,104,0
0.5,0.5,0.3,0.7,0.583,0.417,0.143,0.857,1,1,0,0,0,0,1,1,5,6,110,114,98,100,1
0.286,0.714,0.222,0.778,0.625,0.375,0.222,0.778,1,3,0,0,0,0,0,0,2,5,92,102,103,105,1
0.444,0.556,0.6,0.4,0.4,0.6,0.429,0.571,2,0,1,0,1,0,1,0,8,5,110,112,107,106,1
0.2,0.8,0.222,0.778,0.75,0.25,0.5,0.5,4,0,0,1,0,1,0,0,2,9,98,107,108,108,0
0.7,0.3,0.375,0.625,0.444,0.556,0.6,0.4,1,2,0,0,1,1,1,1,8,8,105,104,108,108,1
0.5,0.5,0.455,0.545,0.8,0.2,0.5,0.5,3,1,1,0,0,1,1,1,7,10,108,109,105,101,1
0.5,0.5,0.333,0.667,0.333,0.667,0.375,0.625,1,3,0,0,1,0,0,1,6,5,103,106,106,116,0
0.429,0.571,0.182,0.818,0.583,0.417,0.5,0.5,0,4,0,1,0,1,0,0,3,8,93,107,104,98,1
0.7,0.3,0.444,0.556,0.667,0.333,0.333,0.667,2,2,0,1,1,1,1,1,9,7,101,98,103,97,1
